sno,recoding_url,user,human_transcribe,nemo_transcribe,deepgram_transcribe,Nemo,Deepgram
6495,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_14.wav,m.aqib,last party,last party,mastercard,TRUE,FALSE
6497,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_19.wav,m.aqib,latter card,latter card,Mastercard,TRUE,FALSE
6518,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636065501.56800-in_1.wav,m.aqib,leno electric country I help you,we en electric country i help you,Electric How may I help you,FALSE,FALSE
6529,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_60.wav,m.aqib,let me see I have another card,let me see i have another car,Let me see I have another card,FALSE,TRUE
6536,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636046243.218598-in_10.wav,m.aqib,let me tell you something we are complete this conversation you cooked bow legged folk be you need to go to hail because all you all do is feed people out of money and i dont get know damn a people like cold any information i hope youre recording this a set that i am feeling you and i know you are bu ye wont listen to te peep on as is a record i co be as big samoa,let me tell you something we are complete this conversation you cooked bow legged folk be you need to go to hail because all youall do is feed people out of money and i dont get know damn a people like cold any information i hope youre recording this a sate that i am feeling you and i know you are bu ye wont listen to te peep on as is a record i co be as big samoa,let me tell you something we complete this conversation You cook it by Its bottom is needed to go to hell Because all yall do is these people out of money And I dont know Damn people like yall any information I hope youre recording this its state that Im leaving you and I know you are He wont listen you this speak is the record Oh I could be son of bitch yall,FALSE,FALSE
6537,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_28.wav,m.aqib,let me tell you what is my phone number,let me tell you what is my phone number,Let me tell you what is my phone number,TRUE,TRUE
6538,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636046243.218598-in_5.wav,m.aqib,let me tell you where you lived of the bal for a minute,lay me tell you where you lived of the bal for a minute,Let may tell you Where were you less the mayor for a minute,FALSE,FALSE
6539,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635608389.150330-in_3.wav,m.aqib,let se what else ye got to offer with it,let se what else ye got to offer with it,Lets see what else you got to offer with it,TRUE,FALSE
6542,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635543731.171791-in_1.wav,m.aqib,let themeconup release in and why,let themeconup release in iii,record reason in hawaii,FALSE,FALSE
6545,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636832278.175265-in_1.wav,m.aqib,let you know,lit you want,Like,FALSE,FALSE
6549,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635883868.753-in_1.wav,m.aqib,lets go by and thats all i can say lets go by and youve heard that havent you,lets go by and thats all i can say lets go by and youve heard that havent you,Lets go by And thats all I can say Lets go by and you heard that having yeah,TRUE,FALSE
6550,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635883868.753-in_2.wav,m.aqib,lets go by news your lets go by name  james,lets go by news your lets go by an man james,Lets Your lets go biden Man James,FALSE,FALSE
6553,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636990468.46436-in_23.wav,m.aqib,lets see now at december fifth nineteen o three,lets see now at december fifth nineteen o three,lets see now Do december of the fifth nineteen o three,TRUE,FALSE
6555,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636650469.50127-in_12.wav,m.aqib,leza,dish,Data,FALSE,FALSE
6558,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636490296.21799-in_1.wav,m.aqib,lick ,lick,What,FALSE,FALSE
6562,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635443939.7208-in_3.wav,m.aqib,like go fuck yourself you scamming ashore eat shit and die,like go fuck yourself you slamming ashore eat shit and die,Mike go fuck yourself you scam asshole each shit and die,FALSE,FALSE
6584,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635614648.55747-in_3.wav,m.aqib,listen listen hello listen listen,there and listen please hollow removal lesion,They said listen Please Lisa,FALSE,FALSE
6585,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635204264.35374-in_3.wav,m.aqib,listen listen list listen listen listen listen ,listen hits less listen listen listen,Listen Listen Lets lets Listen Listen Listen,FALSE,FALSE
6586,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1634932850.24401-in_2.wav,m.aqib,listen listen to me dont ever   ever ever ever ever ever wherever ever called her again dont do it dont do good,listen listen to me dont even bony ever ever everted ever ever wherever ever called her again dont do it dont do good,Listen Listen to me Dont as What Ive ever have a have a call here again Dont do it Dont do it Hey Go Yeah,FALSE,FALSE
6588,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636067207.62153-in_15.wav,m.aqib,listen thumb bitch get me through the next person so I can chat them too,wishing thumb bitch get me through the next person so i can chat them too,Listen a Dumb bitch Get me through the next person so I can visit them to,FALSE,FALSE
6596,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_78.wav,m.aqib,look and hear,lock and he,Can i,FALSE,FALSE
6599,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925840.23072-in_11.wav,m.aqib,look dad i no gone take your time dony call here back,look dad i no gone take your time don call here,No damn Im not gonna take your time Dont call here me,FALSE,FALSE
6603,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_14.wav,m.aqib,look i dont owe no money am not in debt so quit calling please,look i dont owe no money im not in debt so quick calling please,Look I dont owe no money Im not in debt So quit calling please,FALSE,FALSE
6617,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635874310.32823-in_0.wav,m.aqib,lose my number its an autocoll,lose my number its an autocoll,Lose my number Its a total call,TRUE,FALSE
6618,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635975963.13207-in_13.wav,m.aqib,lot see mcdogal,lot see mcdogal,So t Doable,TRUE,FALSE
6631,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636473642.22662-in_0.wav,m.aqib,majorly ,masterly,Make,FALSE,FALSE
6633,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636995740.333758-in_3.wav,m.aqib,make it quick,make it quick,make it click,TRUE,FALSE
6634,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_18.wav,m.aqib,make of america ,may of america,Mack of America,FALSE,FALSE
6638,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636487345.5550-in_15.wav,m.aqib,mam are you there,mam are you there,Maam Are you there,TRUE,FALSE
6648,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_4.wav,m.aqib,manage o pose,manage o pose,Manager please,TRUE,FALSE
6655,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635607287.146829-in_3.wav,m.aqib,marry me he said,mary me he said,Because,FALSE,FALSE
6656,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636568485.61864-in_12.wav,m.aqib,martha washington,martha washington,Martha Washington,TRUE,TRUE
6657,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048080.38336-in_4.wav,m.aqib,mary burdened,mary burdened up,Mary burn map,FALSE,FALSE
6666,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636662517.72231-in_3.wav,m.aqib,may hear over the edge they called their mind,may hair over the edge they called their mind,they care over the edge They call me my See there Four,FALSE,FALSE
6678,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636739164.244051-in_1.wav,m.aqib,may I help you ,mayo yea,May Help you out,FALSE,FALSE
6681,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636126077.5224-in_14.wav,m.aqib,may I speak to someone james,may i speak to simon jane,May I speak to someone James,FALSE,TRUE
6683,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_2.wav,m.aqib,may i talk to a real person,din i talk to a real person,Did I talk to a real person,FALSE,FALSE
6688,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635199894.27821-in_12.wav,m.aqib,may youre an agent,may youre an agent,k Youre agent,TRUE,FALSE
6697,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636126077.5224-in_17.wav,m.aqib,maybe to an agent now may i speak to james james may i speak to a human being,maybe to an agent now may i speak to james james may i speak to a human being,May I speak to an agent now okay May I speak to James James May I speak to a human being,TRUE,FALSE
6701,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636645219.140796-in_0.wav,m.aqib,me jefffares i phone number is no longer in use please dial to six seen seven nine five,me jefffares i phone number is no longer house plea dial to six seen seven nine five,spell jeff virus This phone number is no longer in use Please dial two six seven seven nine five,FALSE,FALSE
6703,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636654315.180762-in_2.wav,m.aqib,me not speaking english im sorry,me not speaking english im sorry,speaking english Im sorry,TRUE,FALSE
6720,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635445576.12576-in_3.wav,m.aqib,mike smith go fuck yourself,macscmed to back so worry,Much smith South,FALSE,FALSE
6721,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636134336.27676-in_1.wav,m.aqib,mike smith how original,mike smith how original,Mike Smith How original,TRUE,TRUE
6723,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636663749.81708-in_2.wav,m.aqib,mind will,mind will,Manuel,TRUE,FALSE
6729,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635013093.45890-in_1.wav,m.aqib,mm yes sir ,m yes sir,Yeah Sure,FALSE,FALSE
6730,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636835870.208107-in_13.wav,m.aqib,mmm Yeah,m yeah,Mhmm Yeah,FALSE,FALSE
6747,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635781800.10377-in_0.wav,m.aqib,mountain comprehensive can i help you,mountain comprehensive can i help you,Mountain comprehensive Can I help you,TRUE,TRUE
6752,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636145529.33513-in_2.wav,m.aqib,murten in debt,murat ce dat,meredith debt,FALSE,FALSE
6755,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635623446.189694-in_7.wav,m.aqib,my bank america,my bank america,My bank America,TRUE,TRUE
6760,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_40.wav,m.aqib,my credit card just a minute,my credit card just a minute,My credit card just a minute,TRUE,TRUE
6767,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636990468.46436-in_24.wav,m.aqib,my day of birth arrive on no account ill well fargo for they if youre going back to the credit card,my day e berth arrive on no account ill well cargo for they if youre going back to the credit card,My date birth on have on account Wells fargo go for the If youre going back to the credit card,FALSE,FALSE
6778,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635458095.5618-in_9.wav,m.aqib,my first name is  e a t h s i t  ,my first name is k e at h s it  i o supposed to have nail tell go ahead and cut them to it had something have semi can coiceeproducti otamaatete camelia loose limit anon o,My first name is e e a t h s i t Okay You be like supposed to Still go ahead and them to it On the And this Oh no You can yes People we have something there Problem I think number one Yeah Put on the Bad buffalo come get,FALSE,FALSE
6785,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_5.wav,m.aqib,my god you making up story if its not true took extra thing from somebody whatever took to mess them up why why what do it ,my god you making up story if its not true took extra thing from somebody whatever took to mess them up why why what do i,My god Youre making up store if its not true Took extra things from us somebody Whatever took to mess them up Why why why do,FALSE,FALSE
6789,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_64.wav,m.aqib,my lot my son died in chadwick,my lot my found died in chadwick,I my son died and car,FALSE,FALSE
6790,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637010845.89516-in_17.wav,m.aqib,my marriage beloved,my marriage you,my,FALSE,FALSE
6799,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636829219.187087-in_0.wav,m.aqib,my name is,e name it,My name is,FALSE,TRUE
6803,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636643501.11498-in_14.wav,m.aqib,my name is joe rogers,my name is joe rogers,My name is Joel Rogers,TRUE,FALSE
6804,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636046243.218598-in_9.wav,m.aqib,my name is john edward,my name is john edward,My name is John Edward,TRUE,TRUE
6813,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_15.wav,m.aqib,my net worth is over a million dollars,my net worth is over a million dollars,My net worth is over a million dollars,TRUE,TRUE
6818,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635020513.47645-in_3.wav,m.aqib,my purse back there,my purse back there,my post back,TRUE,FALSE
6820,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_15.wav,m.aqib,my soon make was mission up with third lion thief dertbac,my soon make was mission up with third lion thief dertbac,my four messing of line says The box,TRUE,FALSE
6827,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636062509.261242-in_8.wav,m.aqib,myself ohh yourself,mi a oh yourself,My Oh yourself,FALSE,FALSE
6828,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048977.42555-in_4.wav,m.aqib,na no then send key we dont ,up na no then send you without,No no Then same me dot,FALSE,FALSE
6835,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635540005.158245-in_0.wav,m.aqib,name and why you are calling,name and why youre calling,name and why youre calling,FALSE,FALSE
6841,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636753917.272098-in_1.wav,m.aqib,national what relied am ,national what relief m,National what relief,FALSE,FALSE
6848,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635525417.42729-in_1.wav,m.aqib,never no,never no,Never No,TRUE,TRUE
6850,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_0.wav,m.aqib,never tell,never tell,Silver hell,TRUE,FALSE
6851,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635975963.13207-in_4.wav,m.aqib,never was forty two forty  five like say up,never was forty two not i five like say up,Hey Baby forty two forty five Five thirty five,FALSE,FALSE
6855,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635524441.78106-in_6.wav,m.aqib,nice dont need any hope,nice dont need any hope,Like Dont be Oh,TRUE,FALSE
6858,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_3.wav,m.aqib,night at seven o clock we have some ran over and we want you to come over james what kind of beard do you drink well well he bout whatever kind of barry you go you drink far and white,night at seven oclock we have some ran over and we want you to come over james what kind of beard do you drink wel well he bout whatever kind of barry you go you drink far and white,Well night at couple the oclock We having some brands over And we want you to come over Same What kind of beer do you drink We we about whatever kind beer you You drink bear what,FALSE,FALSE
6891,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636823256.165571-in_2.wav,m.aqib,no,no no o no,No,FALSE,TRUE
6907,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635979809.14305-in_1.wav,m.aqib,no  you call me you should have that,lo you call me you should have that,No You called me You should have that,FALSE,FALSE
6914,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636648424.46660-in_1.wav,m.aqib,no am  my way to therapy thank you,a im my way to therapy thank you,No My my is therapy Thank you Mhmm,FALSE,FALSE
6915,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635890756.15668-in_1.wav,m.aqib,no am got that under control very well,no ive got that under control very well,No Im got im under control as well,FALSE,FALSE
6916,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636748804.129333-in_2.wav,m.aqib,no am not interested goodbye,no im not interested gibe,No Im not interested Goodbye,FALSE,FALSE
6917,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1634934948.19253-in_3.wav,m.aqib,no am not interested in that,im not interested in that,No Im not interested in that,FALSE,FALSE
6918,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637079821.4209-in_4.wav,m.aqib,no am not you guys can stop calling me,no im not you guns can stop calling me,No Im not You guys can stop calling me,FALSE,FALSE
6919,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635622917.96191-in_1.wav,m.aqib,no am recovering from surgery,no im recovering from surgery,No Im recovering from surgery,FALSE,FALSE
6920,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635196046.10885-in_4.wav,m.aqib,no am sure love wo thank you a calling you have a good day okay you have good day ,no am sure love wo thank you a calling you have a good dayhave,No Not sure up with Thank you for calling You have a good day Okay You have this,FALSE,FALSE
6924,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635874258.32558-in_1.wav,m.aqib,no and dont call me any more never call me again,no and dont call me any more never call me again,No And dont call me anymore Never call me again,TRUE,FALSE
6925,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635614884.170138-in_0.wav,m.aqib,no and dont call us again,no a dont call us again,No Dont call us again,FALSE,FALSE
6928,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636386596.71408-in_1.wav,m.aqib,no and i am not in debt and never will be,no and i am not in debt and never will be,no and Theyre not in debt and never will be,TRUE,FALSE
6948,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636407127.52791-in_4.wav,m.aqib,no and this is all I tell you we do not have credit cards,no a this is all i tell you we do not have credit cards,No And this is one tell We did not have credit cards,FALSE,FALSE
6952,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636560415.52983-in_3.wav,m.aqib,no and you can stop calling me because i am tired of use scandals,no and you can stop calling me because im tired of use scandals,No And you can stop calling me because im entirety use scam calls,FALSE,FALSE
6967,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636740597.75238-in_1.wav,m.aqib,no because I dont have any debt,no because i dont have any debt,No Because I dont have any debt Thank,TRUE,FALSE
6975,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636134536.28821-in_18.wav,m.aqib,no because i dont owe anything,no because i dont owe anything,No Because I dont owe anything,TRUE,TRUE
6981,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_2.wav,m.aqib,no because i will take care of my credit,no because il take care of my credit,No Because I take care of my credit,FALSE,FALSE
6983,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634938153.16262-in_2.wav,m.aqib,no because ive never had a credit card in my whole life  two i thought it was funny,no because ive never had a credit card in my own line ny lay two i thought it was funny,Nope Because Ive never had a credit card in my whole line No eighty two I thought it was funny But,FALSE,FALSE
6996,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636824491.173306-in_1.wav,m.aqib,no but take a  by I  have no debt,no but an by in it in no deck,No But stay my Im not in no debt,FALSE,FALSE
6999,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636148573.39251-in_2.wav,m.aqib,no but what who it all about,no but what who it all about,No But what what at all about,TRUE,FALSE
7003,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635878046.675-in_1.wav,m.aqib,no but you you what me under do a dura call list,no but you you what me under do a dura call list,No But you what you do do not call list,TRUE,FALSE
7004,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635888969.43071-in_1.wav,m.aqib,no by ,no my,No My,FALSE,FALSE
7005,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636739774.148078-in_1.wav,m.aqib,no by now am on my way out ,no bit now im on my way out,Not Right now Im the my way way out,FALSE,FALSE
7010,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636737774.70974-in_1.wav,m.aqib,no can you remove my phone number from your call list please,no can you remove my phone numb from your called please,No Can you remove my phone number from your call list please,FALSE,TRUE
7012,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635796556.14011-in_1.wav,m.aqib,no cause I call your number back its disconnect,no cause call your number back its discontent,No Because when I call your number back its disconnect,FALSE,FALSE
7013,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636826837.162497-in_2.wav,m.aqib,no cause i dont have a credit card debt,no cause i dont have a credit card debt,No Because I dont have a credit card debt,TRUE,FALSE
7015,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636133799.20089-in_1.wav,m.aqib,no cause you are a bogus person because you calling from an unknown number at else,no cause youre a bonus person because you calling from an unknown number at else,No Because youre a bogus person because youre calling from an unknown number At ale else,FALSE,FALSE
7017,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635008140.28097-in_1.wav,m.aqib,no come i dont got no debt,no come i hont got no debt,No Because I dont have no debt,FALSE,FALSE
7024,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634941963.39430-in_1.wav,m.aqib,no debt pay it off,no debt pay it off,No that paid off,TRUE,FALSE
7028,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635443185.3881-in_1.wav,m.aqib,no depends what you wanna talk to me about,no depends what you anna talk to me about,No Depends What you wanna talk to me about,FALSE,TRUE
7043,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635008473.20395-in_1.wav,m.aqib,no dont call me back,now dont call me back,No Theyll call me back,FALSE,FALSE
7045,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636567723.60880-in_1.wav,m.aqib,no dont get two sucks aboutces can a piece o ship,no dont get two sucks aboutces can a piece o ship,No No Get two fox about to scan and dc shit,TRUE,FALSE
7055,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635796117.12739-in_3.wav,m.aqib,no dont transfer i dont need iti dont need it ,no dont cancer i dont need it,No Oh transferred I dont need it Oh I dont need I dont need,FALSE,FALSE
7057,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635607171.13978-in_9.wav,m.aqib,no english,nine english,Nine english,FALSE,FALSE
7068,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636990468.46436-in_15.wav,m.aqib,no get em all paid off on time never mister am ha never been late for one,no get em all paid off on time never mister am ha never been late for one,No Get them all paid off on time Never missed the payment never been like for one,TRUE,FALSE
7080,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635010595.15673-in_1.wav,m.aqib,no good by,no book by,No The goodbye,FALSE,FALSE
7085,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_29.wav,m.aqib,no have a les,no haveales,have least,FALSE,FALSE
7089,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_24.wav,m.aqib,no here  you are the one that called me so if  have been qualified bot  it you would know who i am,no here throne youre the one that called me so if ive been qualified for it you would know who i am,No Because youre the Youre the one that called me So if Ive been qualified for you would know who I am,FALSE,FALSE
7091,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636755811.146218-in_4.wav,m.aqib,no honey i ten much stay way from mostly,no honey i ten much stairway fro mostly,No honey I so stay away promotion I dont,FALSE,FALSE
7099,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636145309.33085-in_1.wav,m.aqib,no i am busy,no i am busy,No Im busy,TRUE,FALSE
7103,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1634942244.454-in_1.wav,m.aqib,no i am busy right now,no i am busy right now,No Im busy right now,TRUE,FALSE
7105,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1636057128.5297-in_4.wav,m.aqib,no i am do to fuck you ,no o the close her,yeah Not,FALSE,FALSE
7106,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635784513.19177-in_2.wav,m.aqib,no i am driving,no im driving,No Im driving,FALSE,FALSE
7113,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636581440.43580-in_1.wav,m.aqib,no i am not in debt ,o im not in death,Im not debt,FALSE,FALSE
7133,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635546949.125290-in_1.wav,m.aqib,no i cant hear you i could be there if i can here ,no i cant her ye u i couldn be to ye if i can er ye,No I can Area i I could speak to you if I get area,FALSE,FALSE
7135,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636739652.36288-in_2.wav,m.aqib,no i did not,no i did not,No I did know,TRUE,FALSE
7139,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635541127.114274-in_1.wav,m.aqib,no i didnt want to go either,no i didnt want to go either,No I didnt let go either,TRUE,FALSE
7144,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636731129.98300-in_2.wav,m.aqib,no i do not am sorry,no i do not im sorry,No I do not Im sorry,FALSE,FALSE
7151,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636733853.65217-in_1.wav,m.aqib,no i do not consist my ten year old sons phone,no i do not consist my ten year old sons phone,No I do not Because this my ten year old sons phone,TRUE,FALSE
7160,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1636063034.11990-in_1.wav,m.aqib,no i do not not,no i do not not,No I do not,TRUE,FALSE
7163,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636560042.3612-in_1.wav,m.aqib,no I do not please remove this number,no i do not please remove this number,No I do not please remove this number,TRUE,TRUE
7182,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637013031.33949-in_1.wav,m.aqib,no I dont,not i dont,No I dont,FALSE,TRUE
7193,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636399684.81781-in_1.wav,m.aqib,no i dont actually,no i dont actually,No I dont actually,TRUE,TRUE
7194,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635520250.47481-in_2.wav,m.aqib,no i dont actually overlay my credit cards and benjamin franklin was a wise man either a borrowing or a landed bay but,no i dont actually overlay my credit cards and benjamin franklin was a wise man either a borrowing or a landed bay but,No I dont I actually overpay my credit cards and Benjamin franklin one was a wise and I had either a borrowing and or lender bay So,TRUE,FALSE
7195,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634922633.9197-in_1.wav,m.aqib,no I dont ahh,no i dont ah,No I dont hold,FALSE,FALSE
7197,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635202695.25770-in_1.wav,m.aqib,no i dont and  call to no more,no i dont ill cab to no more,No At dont No probably no,FALSE,FALSE
7211,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635612811.44188-in_2.wav,m.aqib,no I dont and Im all good thanks by,no i dont and im all good banklike,No I dont And Im all good thanks bye,FALSE,FALSE
7214,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636144591.25572-in_1.wav,m.aqib,no i dont and im not interested in laid selling thank you,no i dont and im not interested in laid selling thank you,No I dont And Im not interested in Larry or sally Thank you,TRUE,FALSE
7215,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636048913.70145-in_2.wav,m.aqib,no i dont and im not interested thank you,no i dont and im not interested thank you,No I dont And Im not interested Thank you,TRUE,TRUE
