Bot Transcription,Recording URL
where you from li e the middle east or india,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_4.wav
if packing told me that you moon,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_5.wav
i dont fucking care the reason,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_6.wav
im fourteen years old youre calling a fourteen year old,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_7.wav
are you a child master,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_8.wav
case me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_9.wav
im fourteen years old you call on a kid are you child molested,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_10.wav
i take that as a yes you are,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_12.wav
o ulm can you hear me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613408.47946-in_0.wav
hi james der can you hear me james can you hear me jane,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613408.47946-in_1.wav
to dining,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613408.47946-in_2.wav
didnt you know me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613408.47946-in_3.wav
were her i he togeral work,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613408.47946-in_4.wav
you don want talk is,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613408.47946-in_5.wav
i do not en debt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635457386.3548-in_1.wav
thank you calling say  v if you know your put,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636730740.133051-in_2.wav
oh no at the tone please record your met when you have,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636488057.8819-in_0.wav
oh too grave,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636660052.101659-in_0.wav
oh i dont i dont need anything regarding yet relief my husband and i have very little debt other than our mortgage,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635200019.28615-in_1.wav
odor gobble,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635540231.108994-in_0.wav
howard saint ran,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636655109.15777-in_1.wav
about forty about fourteen thousand,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636655109.15777-in_3.wav
about fourteen should,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636655109.15777-in_4.wav
howard saint orphan,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636655109.15777-in_8.wav
howard saint orsha,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636655109.15777-in_9.wav
in nineteen thousand,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636655109.15777-in_10.wav
e a not sin tender,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636125318.707-in_0.wav
no i dont have a moment to speak have a good day try calling somebody else good bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635006716.19560-in_1.wav
this scar call sulking day bullshit call da what he said godmother locally quit calling me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636582800.23550-in_1.wav
but i just told somebody i didnt a size in he man putting furnace in my house thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636747755.135387-in_1.wav
leave the message i try to call you back,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635889639.13176-in_0.wav
five we are unable to come to the phone right now please lee,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635623764.89820-in_0.wav
my army all,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636149883.43664-in_1.wav
dumb box,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635610921.24647-in_1.wav
you dunask us if you cant answer dont call,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635610921.24647-in_2.wav
o he you let me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636047574.223064-in_0.wav
no i am busy right now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1634942244.454-in_1.wav
ou have,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636827323.181475-in_1.wav
o you calling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_2.wav
you go out day little loud i cant hear you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_3.wav
what book of,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_4.wav
i dont know what you told from mat fallen,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_5.wav
howe you rolling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_6.wav
you dont say anything yourself,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_7.wav
i still dont know what youre trying to tell me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_9.wav
wait a minute yet relief whatnots that mean im in debt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_10.wav
i dear,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_11.wav
i dont of nothing i dont of nothing i i cond i be in dear,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_12.wav
rich im listening,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_13.wav
look i dont owe no money im not in debt so quick calling please,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_14.wav
te gown gold,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635871360.35989-in_0.wav
eachm sorry i cant hear you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1634942316.32858-in_0.wav
how many times are you donna call me i dont need your assistance,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_1.wav
or he,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_2.wav
i dont have any credit called kept,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_4.wav
th profitable is sharp,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_6.wav
no im holding because i want to tell you to stop calling me i dont have any credit card debt and this is a scar and i know it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_7.wav
i dont have any credit card debt and all i do is get these damn phone calls and i dont appreciate it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_9.wav
wo der,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495475.26768-in_0.wav
well fire,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495475.26768-in_1.wav
to rigid behind the game can name youre probably in a guy,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636386497.42831-in_1.wav
er family was daring to the panic you guy you would guarantee that head like a million dollars would if you want you to it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636386497.42831-in_2.wav
thats what i fear,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635529743.125946-in_0.wav
what a to e wait,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636568820.23904-in_1.wav
and who him are you speaking sir,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636993001.93980-in_2.wav
i said who are you talking too i know what you to your name is james butcher who you talking to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636993001.93980-in_3.wav
i dont believe i have anything,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636993001.93980-in_4.wav
he real men,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636755210.148871-in_0.wav
the late,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635954226.30760-in_0.wav
i will pull you back,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636473948.23856-in_0.wav
hello hello idiot,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636473948.23856-in_4.wav
no i dont actually overlay my credit cards and benjamin franklin was a wise man either a borrowing or a landed bay but,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635520250.47481-in_2.wav
im anna turn you into the attorney general obidoho you better get me off im on a no call listened youre in trouble,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938945.28518-in_1.wav
never tell,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_0.wav
manage o pose,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_4.wav
yes i ah im letting you about the credit card interstate is i vein,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_5.wav
to can you i any lower than that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_6.wav
a my credit card interest is a oil percent,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_7.wav
so what can you do for me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_8.wav
were you there,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_11.wav
can you please remove my  number if he cannot help me thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635523349.60470-in_12.wav
care for the ton,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636150103.23607-in_0.wav
no okay forty five this way making sure im up against it in that same cure go,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635203812.45181-in_0.wav
go o talk to yourself am,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635203812.45181-in_1.wav
thank you for calling assured assistance mess da varrapli lasistan sozesoures for sir,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636391589.48232-in_1.wav
is the regarded golf,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1637000686.78169-in_1.wav
hurry they cant take the call right now thank and good bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636039690.100933-in_2.wav
dont scratch eyes with your scars,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636062497.261196-in_3.wav
no im recovering from surgery,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635622917.96191-in_1.wav
if it ill get back to you as soon as i can thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635868990.9517-in_0.wav
peace mysegean well get back to you as soon as we can thank by m,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635529401.54191-in_0.wav
we dont have any we pay em off every month,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636995465.333074-in_1.wav
e hi  its e oe for a while,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636664448.111521-in_0.wav
he the ones oaospin e semen missing former hold in ruled to the sea on juderki,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636664448.111521-in_1.wav
that the poem by lectigion ill get back used to they can tibia,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635620062.68544-in_0.wav
but you wont get at the automatic melk war everyone onya,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635961816.55452-in_2.wav
this your call at i,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636400973.63254-in_0.wav
shah,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636145529.33513-in_0.wav
murat ce dat,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636145529.33513-in_2.wav
if when not lets talk baby wolf,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635872831.25944-in_1.wav
you ar on or,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635872831.25944-in_2.wav
hello lover you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635872831.25944-in_3.wav
why you go,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636567723.60880-in_0.wav
no dont get two sucks aboutces can a piece o ship,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636567723.60880-in_1.wav
o im not in death,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636581440.43580-in_1.wav
m yes sir,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635013093.45890-in_1.wav
i  e,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635010391.15284-in_0.wav
no i dont have such a thing im ninety some years old and i have a new,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636755864.22838-in_0.wav
theft ex office this store is opened monday through friday from eight a m to eight p m on saturday from nine a m to six p m and on sunday from noon till six p m,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635617895.176980-in_0.wav
rec ten of ebackonartan is only messages for her thank you and barbylas,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635459765.43194-in_0.wav
yeah i can talk it im going to use a public restroom if you dont mind it just is it going to be quick long is donna take,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636402705.69111-in_2.wav
sky okay just you know i hope its not its not going to be low but yet man given ah,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636402705.69111-in_3.wav
i have a one,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636385864.34858-in_1.wav
i think i would riot to lore her,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636385864.34858-in_2.wav
nine four six six two two four is available seven one seven nine four six six two two four is available,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635884796.23936-in_0.wav
seven one seven nine four six six two two four es available,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635884796.23936-in_1.wav
seven one seven nine four six six two two four is available seven one seven nine four six six two two four is available seven one seven nine four six six two two four is available,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635884796.23936-in_2.wav
seven one seven nine four six six two two four is available seven one seven nine four six six two two four is un available seven one seven nine four six six two two four is available,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635884796.23936-in_3.wav
e   to a a  see,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1634933899.28887-in_5.wav
a a   o  o see,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1634933899.28887-in_7.wav
ai   o  o   he,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1634933899.28887-in_9.wav
an a a ho o a a e,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1634933899.28887-in_12.wav
dont thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635786579.41308-in_1.wav
yes i can hearyou,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635522464.95902-in_1.wav
hello hello hello hello no,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636480660.30296-in_0.wav
you cor,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_2.wav
trunk a do oo,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_7.wav
oil and her en a peter eating bet pale,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_9.wav
and another in exam a oe te ship,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_11.wav
here  look op a one an il had of poor cooper,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_17.wav
by ai,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_19.wav
a i apart case for e tea for o te anew baby,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_20.wav
o o pick,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_22.wav
on chi,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_25.wav
to he,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_28.wav
what ou,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_32.wav
in  cher,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_35.wav
be her,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_38.wav
to make he with  the old man,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_40.wav
may vein ago sure oe lookingeeon era teofetu and anything an onto coats with ore ate order wit of children you cante,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_41.wav
inhegigi built a answer waning ever foreign by moment of table moving an e cuterman took this for on er,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_42.wav
it became perfect to go,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_43.wav
her col e warm,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_44.wav
she cone o ill i took cal,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_45.wav
we a  to each,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_49.wav
or the relation melted of vehicle be,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_50.wav
trip and short po berg online on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636649824.162172-in_51.wav
do not call me again,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636651895.54761-in_2.wav
stein an o i  before the saline i cal i was looking out on any extra benefit,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635456200.50974-in_0.wav
hellowho is this fellow,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635876906.3185-in_0.wav
i just the recording,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635876906.3185-in_1.wav
a tat beam,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635624394.99920-in_5.wav
please weave your telephone number ill get back with youyou,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200527.11840-in_0.wav
a little had,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636562598.36196-in_1.wav
what james you called before for did other people call before and before to have something new to tell me that you didnt tell,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635606811.145554-in_1.wav
where were you i was poking to you and you disappeared i know what youre going right now is cook col pop ut you dont listen listen listen whats your problem,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635606811.145554-in_2.wav
luck a deck fuck up,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634942885.26900-in_1.wav
they calling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635796326.2659-in_0.wav
welcome to and calls are recorded for quality parent ball o prima epoch how can i help you today,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635530706.90851-in_0.wav
lets get started whats your account number or a phone number associated with your aunt serving,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635530706.90851-in_2.wav
im sorry but if you said something just now i couldnt hear it so i need to ask you to please speak up just a little bit tell me the phone number now or enter it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635530706.90851-in_3.wav
sorry im having so much trouble with this and what bill are you calling about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635530706.90851-in_4.wav
okay one moment please while i process your request,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635530706.90851-in_5.wav
do not call hit,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636832073.198366-in_0.wav
i ado not conflict,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636832073.198366-in_1.wav
i be,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636651798.171756-in_1.wav
i dont have any date you ask all,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636651798.171756-in_2.wav
o  to string eterbeing criminal referral,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_0.wav
of course jam came of a pack,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_1.wav
i have,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_2.wav
buy the anna,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_8.wav
they become man gunner,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_9.wav
note a said at a paper pont,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_10.wav
et up and in it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_11.wav
fame is a rockbor in e o into sharp a did pillow before te around,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_12.wav
o ti was the hack i,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_13.wav
right what about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_14.wav
you not gutta get it with,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_16.wav
oh iv got a sort dick,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636751196.134806-in_18.wav
areyou sure this is an a recording,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_1.wav
no it is,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_2.wav
well how are you going o get me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_3.wav
met relief program,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_6.wav
ah not exactly i think youre a iv repeat,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_7.wav
okay first i got something to kill you did you know your voice sounds exactly like max on the movie what good max do have you heard that movie,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_10.wav
a lit a lice phone,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_12.wav
in away thats all you want,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_13.wav
s o w l y,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_14.wav
s l o w l y i if why ore you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_15.wav
ethel w ly,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_16.wav
y a i or you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_17.wav
oh lot how lo,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_18.wav
do you never complete my little freedom,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_20.wav
oh whats my name i want to make sure because there there are six there are six that dont fit this address there are six adults at this address so how do i know youre using the right name,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_21.wav
i am talking to recording,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_22.wav
okay i understand your policy,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_23.wav
how much are going to take out of my account,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_24.wav
give him a bollheaccount number so whos paying the con,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_25.wav
im sure its not to get all the information show you can get money out of my count,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_26.wav
give me my bog account number now not,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_27.wav
up some other time,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_28.wav
any other time,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_29.wav
just any other time goodby,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_30.wav
ollacaming fan flew recording any old time will do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_32.wav
any old time,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_33.wav
you spreckin for english,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_34.wav
okay max really youe got to hear them acidma the movie what what did max do you got ta read you gutta listen to that guy max on there cause you sound just exactly like it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_35.wav
well then tell me tell me who your tell me who you think you have i dont like giving information to strangers for tell me who you think you have and i can say yes or no are,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_36.wav
i have about their credit cards under my name i dont want to get thirteen mints not reluctant  well an what sea,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_37.wav
i dont know because there are eight people here and i dont know who you called,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_38.wav
there are eight people living here adults and we probably all have credit passion buy here not have a critic car a l men to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_39.wav
for english i,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_40.wav
youre a pen coli,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_41.wav
romper oh i thought you were the manager an might go he were the man of her,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_43.wav
the park person the first robotroboa a movie up to the manager root soul ho his manager,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_45.wav
anybody else where talk ti i on hem,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_46.wav
i know you had more fun both the other guy didnt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_47.wav
but he had an accent this by doesnt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_48.wav
divan,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_50.wav
up well i got the call yeah i got the call,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_51.wav
i didnt have the allaying bone numbers can you give me your phone number let me call you back,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_52.wav
oh i thought you first car got all that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_53.wav
